campaign_id,camera_index,duty,pulse_index,block_id,block_order,is_dark_control,is_positive_control
camera0-intensity-threshold-20260526-camera0-run01,0,2,23,23,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,23,23,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,23,23,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,23,23,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,23,23,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,23,23,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,23,23,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,23,23,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,23,23,11,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,23,23,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,23,23,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,23,23,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,23,23,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,23,23,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,23,23,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,24,24,1,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,24,24,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,24,24,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,24,24,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,24,24,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,24,24,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,24,24,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,24,24,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,24,24,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,24,24,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,24,24,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,24,24,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,24,24,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,24,24,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,24,24,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,24,24,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,24,24,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,25,25,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,25,25,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,25,25,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,25,25,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,25,25,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,25,25,6,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,25,25,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,25,25,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,25,25,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,25,25,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,25,25,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,25,25,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,25,25,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,25,25,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,25,25,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,25,25,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,25,25,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,26,26,1,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,26,26,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,26,26,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,26,26,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,26,26,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,26,26,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,26,26,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,26,26,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,26,26,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,26,26,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,26,26,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,26,26,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,26,26,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,26,26,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,26,26,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,26,26,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,26,26,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,27,27,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,27,27,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,27,27,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,27,27,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,27,27,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,27,27,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,27,27,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,27,27,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,27,27,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,27,27,10,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,27,27,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,27,27,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,27,27,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,27,27,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,27,27,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,27,27,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,27,27,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,28,28,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,28,28,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,28,28,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,28,28,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,28,28,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,28,28,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,28,28,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,28,28,8,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,28,28,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,28,28,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,28,28,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,28,28,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,28,28,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,28,28,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,28,28,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,28,28,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,28,28,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,29,29,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,29,29,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,29,29,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,29,29,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,29,29,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,29,29,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,29,29,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,29,29,8,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,29,29,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,29,29,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,29,29,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,29,29,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,29,29,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,29,29,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,29,29,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,29,29,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,29,29,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,30,30,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,30,30,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,30,30,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,30,30,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,30,30,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,30,30,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,30,30,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,30,30,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,30,30,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,30,30,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,30,30,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,30,30,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,30,30,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,30,30,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,30,30,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,30,30,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,30,30,17,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,31,31,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,31,31,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,31,31,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,31,31,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,31,31,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,31,31,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,31,31,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,31,31,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,31,31,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,31,31,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,31,31,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,31,31,12,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,31,31,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,31,31,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,31,31,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,31,31,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,31,31,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,32,32,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,32,32,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,32,32,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,32,32,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,32,32,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,32,32,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,32,32,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,32,32,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,32,32,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,32,32,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,32,32,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,32,32,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,32,32,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,32,32,14,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,32,32,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,32,32,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,32,32,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,33,33,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,33,33,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,33,33,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,33,33,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,33,33,5,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,33,33,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,33,33,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,33,33,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,33,33,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,33,33,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,33,33,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,33,33,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,33,33,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,33,33,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,33,33,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,33,33,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,33,33,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,34,34,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,34,34,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,34,34,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,34,34,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,34,34,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,34,34,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,34,34,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,34,34,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,34,34,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,34,34,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,34,34,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,34,34,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,34,34,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,34,34,14,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,34,34,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,34,34,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,34,34,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,35,35,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,35,35,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,35,35,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,35,35,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,35,35,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,35,35,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,35,35,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,35,35,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,35,35,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,35,35,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,35,35,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,35,35,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,35,35,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,35,35,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,35,35,15,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,35,35,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,35,35,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,36,36,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,36,36,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,36,36,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,36,36,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,36,36,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,36,36,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,36,36,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,36,36,8,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,36,36,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,36,36,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,36,36,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,36,36,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,36,36,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,36,36,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,36,36,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,36,36,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,36,36,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,37,37,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,37,37,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,37,37,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,37,37,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,37,37,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,37,37,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,37,37,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,37,37,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,37,37,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,37,37,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,37,37,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,37,37,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,37,37,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,37,37,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,37,37,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,37,37,16,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,37,37,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,38,38,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,38,38,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,38,38,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,38,38,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,38,38,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,38,38,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,38,38,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,38,38,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,38,38,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,38,38,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,38,38,11,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,38,38,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,38,38,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,38,38,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,38,38,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,38,38,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,38,38,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,39,39,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,39,39,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,39,39,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,39,39,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,39,39,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,39,39,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,39,39,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,39,39,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,39,39,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,39,39,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,39,39,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,39,39,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,39,39,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,39,39,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,39,39,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,39,39,16,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,39,39,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,40,40,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,40,40,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,40,40,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,40,40,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,40,40,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,40,40,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,40,40,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,40,40,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,40,40,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,40,40,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,40,40,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,40,40,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,40,40,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,40,40,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,40,40,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,40,40,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,40,40,17,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,41,41,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,41,41,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,41,41,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,41,41,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,41,41,5,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,41,41,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,41,41,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,41,41,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,41,41,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,41,41,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,41,41,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,41,41,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,41,41,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,41,41,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,41,41,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,41,41,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,41,41,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,42,42,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,42,42,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,42,42,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,42,42,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,42,42,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,42,42,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,42,42,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,42,42,8,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,42,42,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,42,42,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,42,42,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,42,42,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,42,42,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,42,42,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,42,42,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,42,42,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,42,42,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,43,43,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,43,43,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,43,43,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,43,43,4,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,43,43,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,43,43,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,43,43,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,43,43,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,43,43,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,43,43,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,43,43,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,43,43,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,43,43,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,43,43,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,43,43,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,43,43,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,43,43,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,44,44,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,44,44,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,44,44,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,44,44,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,44,44,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,44,44,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,44,44,7,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,44,44,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,44,44,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,44,44,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,44,44,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,44,44,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,44,44,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,44,44,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,44,44,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,44,44,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,44,44,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,45,45,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,45,45,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,45,45,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,45,45,4,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,45,45,5,False,True
